case_id,merchant_id,customer_id,domain,amount,decline_reason,attempts_used,account_age_days,previous_failures,previous_recoveries,prior_recovery_rate,day_of_week,hour,issuer,bin_bucket,fatigue_score,treatment,recovered,time_to_recovery_hours
case_05d33e2075d8,merch_blitz_retail,cust_535492,ecommerce,2039.47,upi_pin_timeout,1,48,2,2,0.5,1,4,ICICI,platinum,0.3171,incentive_link,0,
case_055217b0833c,merch_dev_stack,cust_920859,b2b_saas,4267.19,user_cancelled_checkout,2,172,1,1,0.5,5,21,HDFC,signature,0.3653,voice_call,1,2.85
case_05e7b27ec03d,merch_quick_bite,cust_460414,food_delivery,657.79,insufficient_funds,1,252,1,0,0.0,0,21,HDFC,rupay,0.2488,no_action,0,
case_011fb76dbaf1,merch_flow_ops,cust_515891,b2b_saas,5034.57,upi_pin_timeout,1,377,1,1,0.5,6,7,HDFC,signature,0.3513,retry_only,0,
case_05cd46514daa,merch_trend_hub,cust_711929,ecommerce,960.97,insufficient_funds,1,54,1,1,0.5,1,6,ICICI,upi_standard,0.2315,retry_only,0,
case_01b955699af8,merch_skill_core,cust_319667,education,4642.86,insufficient_funds,1,1147,2,2,0.5,3,5,HDFC,signature,0.3435,no_action,0,
case_009f9bdea0e7,merch_voyage_air,cust_671068,travel,15263.05,insufficient_funds,1,83,2,1,0.3333,3,16,HDFC,corporate,0.2872,voice_call,1,0.32
case_057164c25a74,merch_trend_hub,cust_467928,ecommerce,3188.82,card_limit_exceeded,2,121,3,3,0.5,4,23,HDFC,corporate,0.6823,whatsapp_nudge,0,
case_021cabb8935f,merch_data_weave,cust_825217,b2b_saas,5737.05,technical_gateway_error,1,16,3,1,0.25,2,17,HDFC,classic,0.4079,retry_only,1,0.1
case_0390583ba41e,merch_flow_ops,cust_883749,b2b_saas,2586.58,card_limit_exceeded,1,66,3,1,0.25,5,8,HDFC,platinum,0.3557,retry_only,0,
case_03a9c84241b2,merch_quick_bite,cust_654651,food_delivery,702.37,technical_gateway_error,1,118,2,3,0.6,4,6,ICICI,signature,0.265,retry_only,1,0.14
case_04432eba7760,merch_dev_stack,cust_347305,b2b_saas,5321.27,insufficient_funds,1,570,2,1,0.3333,2,9,ICICI,classic,0.1205,incentive_link,1,5.88
case_016579f8be4f,merch_quick_bite,cust_747922,food_delivery,697.83,authentication_failed,1,62,0,0,0.0,4,17,HDFC,classic,0.1182,whatsapp_nudge,0,
case_034620770dea,merch_style_kart,cust_741891,ecommerce,1854.21,technical_gateway_error,1,794,3,2,0.4,4,14,ICICI,platinum,0.495,incentive_link,1,0.25
case_0171763a0393,merch_urban_mart,cust_431445,ecommerce,16151.5,authentication_failed,1,307,0,0,0.0,2,7,CITI,rupay,0.1882,voice_call,0,
case_02543e22a760,merch_chef_cart,cust_946182,food_delivery,207.25,card_limit_exceeded,1,412,3,0,0.0,3,12,AXIS,platinum,0.637,whatsapp_nudge,0,
case_00b1239b215d,merch_trend_hub,cust_445841,ecommerce,7294.16,upi_pin_timeout,1,137,1,1,0.5,0,3,AXIS,classic,0.2611,no_action,0,
case_05a8982c14b3,merch_edupath,cust_131142,education,4112.15,authentication_failed,1,597,1,0,0.0,1,4,HDFC,signature,0.2491,email,0,
case_05a7c9fc451a,merch_dev_stack,cust_822733,b2b_saas,7728.75,upi_pin_timeout,2,690,0,0,0.0,3,21,ICICI,platinum,0.3949,whatsapp_nudge,0,
case_0273549c2f68,merch_urban_mart,cust_916707,ecommerce,3277.02,authentication_failed,2,277,0,0,0.0,0,16,KOTAK,upi_standard,0.3999,whatsapp_nudge,0,
case_02e515716c41,merch_feast_now,cust_512022,food_delivery,253.66,insufficient_funds,1,396,1,0,0.0,4,3,SBI,classic,0.1723,whatsapp_nudge,0,
case_04a927ae931f,merch_data_weave,cust_460753,b2b_saas,35750.71,insufficient_funds,1,233,1,0,0.0,1,19,HDFC,platinum,0.3467,voice_call,1,0.3
case_014ee9743a30,merch_acad_plus,cust_916979,education,2988.07,insufficient_funds,1,101,2,3,0.6,2,8,OTHER,classic,0.214,email,0,
case_0139ca344a73,merch_style_kart,cust_623562,ecommerce,9652.23,card_limit_exceeded,1,83,3,2,0.4,5,10,CITI,platinum,0.3412,whatsapp_nudge,0,
case_01f032495689,merch_blitz_retail,cust_453149,ecommerce,666.71,upi_pin_timeout,1,196,0,1,1.0,4,3,HDFC,platinum,0.0928,whatsapp_nudge,0,
case_053afbc885ac,merch_style_kart,cust_568918,ecommerce,998.97,technical_gateway_error,2,91,3,0,0.0,2,4,AXIS,classic,0.6016,retry_only,0,
case_0511e6d4b804,merch_voyage_air,cust_228316,travel,2630.75,insufficient_funds,1,37,6,2,0.25,4,1,CITI,classic,0.5888,retry_only,0,
case_014b4f2b4284,merch_flow_ops,cust_987990,b2b_saas,12486.49,authentication_failed,1,417,3,4,0.5714,3,7,HDFC,classic,0.331,voice_call,0,
case_03aa69fa25d6,merch_feast_now,cust_209935,food_delivery,211.07,upi_pin_timeout,3,421,3,1,0.25,3,11,SBI,upi_standard,0.8435,no_action,0,
case_02fa91c09005,merch_blitz_retail,cust_217052,ecommerce,6983.9,insufficient_funds,1,309,1,2,0.6667,5,14,HDFC,classic,0.0197,whatsapp_nudge,0,
case_044cfc2a5342,merch_news_wire,cust_987153,subscription,1482.45,insufficient_funds,1,186,2,2,0.5,5,7,SBI,signature,0.2907,voice_call,0,
case_05d9b88897a8,merch_chef_cart,cust_726800,food_delivery,601.56,technical_gateway_error,2,473,2,2,0.5,6,22,ICICI,classic,0.4098,retry_only,1,0.24
case_0259e354920e,merch_blitz_retail,cust_461950,ecommerce,2130.33,insufficient_funds,1,596,2,2,0.5,1,21,SBI,classic,0.2739,whatsapp_nudge,0,
case_027d597297b6,merch_voyage_air,cust_161165,travel,8688.8,authentication_failed,3,306,4,1,0.2,2,2,KOTAK,signature,1.0,voice_call,0,
case_00a10d4cc0ad,merch_fit_box,cust_104381,subscription,1477.94,user_cancelled_checkout,2,211,2,0,0.0,3,18,KOTAK,platinum,0.4344,whatsapp_nudge,0,
case_02e07c1b8ab1,merch_style_kart,cust_707270,ecommerce,547.88,upi_pin_timeout,1,160,2,2,0.5,6,17,ICICI,classic,0.16,whatsapp_nudge,0,
case_040d1b4824a6,merch_nexus_quest,cust_268252,gaming,509.69,upi_pin_timeout,3,491,3,1,0.25,1,5,KOTAK,corporate,0.9097,voice_call,0,
case_048d66137fc9,merch_play_arena,cust_644569,gaming,192.02,authentication_failed,1,101,2,1,0.3333,6,13,SBI,classic,0.3059,incentive_link,1,0.71
case_018d64600ed8,merch_data_weave,cust_561077,b2b_saas,12295.7,upi_pin_timeout,2,2,3,2,0.4,1,4,OTHER,platinum,0.6938,voice_call,0,
case_037553cf1509,merch_voyage_air,cust_349651,travel,14500.95,card_limit_exceeded,3,281,0,0,0.0,0,1,HDFC,classic,0.4237,voice_call,0,
case_056917844b08,merch_cloud_scale,cust_825338,b2b_saas,7424.08,insufficient_funds,2,216,2,0,0.0,4,2,SBI,rupay,0.5766,email,1,24.48
case_0372f4515c8d,merch_voyage_air,cust_189214,travel,2691.14,authentication_failed,1,212,3,0,0.0,6,22,HDFC,platinum,0.3534,email,0,
case_028bc1323972,merch_fit_box,cust_533195,subscription,551.94,technical_gateway_error,1,871,2,0,0.0,2,9,HDFC,rupay,0.4033,retry_only,1,0.04
case_036f0eab1d95,merch_acad_plus,cust_721774,education,3179.01,card_limit_exceeded,1,95,0,0,0.0,4,14,CITI,signature,0.0308,no_action,1,29.62
case_049ee53a7b13,merch_fit_box,cust_828294,subscription,899.01,insufficient_funds,1,521,1,0,0.0,4,19,AXIS,classic,0.34,retry_only,0,
case_01a87db1b7cd,merch_play_arena,cust_968886,gaming,238.12,technical_gateway_error,2,47,1,1,0.5,3,1,HDFC,classic,0.2851,incentive_link,1,2.22
case_0421f31a4399,merch_quick_bite,cust_753848,food_delivery,211.94,insufficient_funds,1,42,1,2,0.6667,0,6,ICICI,classic,0.1585,no_action,0,
case_030a79b0a996,merch_skytrip,cust_488339,travel,7152.12,technical_gateway_error,1,282,0,0,0.0,2,15,HDFC,corporate,0.1066,retry_only,1,0.04
case_03ac608d481d,merch_play_arena,cust_481055,gaming,99.66,authentication_failed,1,102,0,0,0.0,2,4,ICICI,classic,0.1177,email,0,
case_054ffdc39dd7,merch_trend_hub,cust_187463,ecommerce,1032.47,technical_gateway_error,3,170,1,0,0.0,6,20,ICICI,classic,0.5553,whatsapp_nudge,0,
case_01ea638c5e16,merch_news_wire,cust_987433,subscription,1427.45,insufficient_funds,1,195,4,2,0.3333,3,7,ICICI,platinum,0.4721,retry_only,0,
case_02bf77dd2872,merch_skill_core,cust_778497,education,4569.78,technical_gateway_error,2,18,0,0,0.0,2,22,HDFC,platinum,0.3407,no_action,0,
case_0269d5c79268,merch_trend_hub,cust_123974,ecommerce,885.33,upi_pin_timeout,1,798,3,2,0.4,4,3,HDFC,classic,0.4191,email,1,5.02
case_040806afb6da,merch_skytrip,cust_766077,travel,13448.41,user_cancelled_checkout,2,304,3,1,0.25,6,18,KOTAK,signature,0.6629,voice_call,0,
case_020ce06fac40,merch_stream_pass,cust_129816,subscription,7458.48,insufficient_funds,2,123,1,1,0.5,4,3,SBI,rupay,0.5068,retry_only,0,
case_036210845a78,merch_cloud_scale,cust_938731,b2b_saas,7232.13,user_cancelled_checkout,3,215,1,2,0.6667,4,5,CITI,rupay,0.5411,voice_call,0,
case_03e159471ece,merch_cloud_scale,cust_534473,b2b_saas,9002.63,upi_pin_timeout,2,313,0,1,1.0,3,8,ICICI,platinum,0.1351,voice_call,0,
case_03acd9d87258,merch_trend_hub,cust_608225,ecommerce,825.92,insufficient_funds,2,547,0,1,1.0,6,6,OTHER,classic,0.1687,voice_call,0,
case_00b65cd04d02,merch_data_weave,cust_311818,b2b_saas,8251.65,card_limit_exceeded,1,660,2,1,0.3333,6,6,AXIS,classic,0.2626,email,0,
case_0432d2b92a0b,merch_nexus_quest,cust_483099,gaming,1911.78,authentication_failed,1,255,2,0,0.0,3,12,AXIS,signature,0.3182,whatsapp_nudge,1,1.13
case_05de8a5d2be9,merch_urban_mart,cust_600101,ecommerce,1423.53,user_cancelled_checkout,1,167,2,3,0.6,2,14,HDFC,platinum,0.357,incentive_link,1,4.84
case_051018ec0050,merch_blitz_retail,cust_361152,ecommerce,1289.84,insufficient_funds,1,161,2,2,0.5,5,12,AXIS,signature,0.2568,whatsapp_nudge,1,0.06
case_032e9010a738,merch_flow_ops,cust_244891,b2b_saas,22310.7,insufficient_funds,3,799,1,1,0.5,2,22,HDFC,corporate,0.6379,voice_call,0,
case_0176dd5ba44a,merch_play_arena,cust_944350,gaming,281.91,insufficient_funds,1,24,4,2,0.3333,3,15,AXIS,upi_standard,0.466,retry_only,0,
case_00d6b0365cbb,merch_blitz_retail,cust_482276,ecommerce,9040.68,insufficient_funds,1,349,1,1,0.5,4,10,HDFC,platinum,0.338,whatsapp_nudge,0,
case_0225cfdf8e32,merch_nexus_quest,cust_746261,gaming,2262.02,upi_pin_timeout,1,261,0,1,1.0,3,5,SBI,rupay,0.0275,no_action,1,67.68
case_044c318536b9,merch_chef_cart,cust_990031,food_delivery,671.97,insufficient_funds,2,533,2,0,0.0,0,23,HDFC,rupay,0.5441,whatsapp_nudge,0,
case_020754ec351d,merch_dev_stack,cust_483712,b2b_saas,4672.4,insufficient_funds,2,351,4,3,0.4286,3,3,ICICI,rupay,0.7503,email,0,
case_05f22ea06625,merch_trend_hub,cust_304693,ecommerce,4404.07,authentication_failed,1,48,2,0,0.0,6,0,HDFC,classic,0.3726,incentive_link,1,1.01
case_02bc0b111481,merch_voyage_air,cust_202131,travel,5814.31,bank_downtime,2,263,4,2,0.3333,6,11,HDFC,upi_standard,0.8485,no_action,0,
case_03a32890066a,merch_urban_mart,cust_837284,ecommerce,5637.41,insufficient_funds,2,389,3,2,0.4,3,4,KOTAK,classic,0.5764,no_action,0,
case_03c9f4c0bce4,merch_voyage_air,cust_457765,travel,1939.48,user_cancelled_checkout,1,167,4,1,0.2,5,13,HDFC,signature,0.5522,incentive_link,0,
case_04f3ca16c0b3,merch_news_wire,cust_837629,subscription,573.21,upi_pin_timeout,1,37,0,1,1.0,3,23,ICICI,signature,0.1641,incentive_link,1,4.32
case_04e34163a2a1,merch_feast_now,cust_305981,food_delivery,383.75,authentication_failed,1,731,5,4,0.4444,5,15,HDFC,corporate,0.695,whatsapp_nudge,0,
case_03260fed29dc,merch_edupath,cust_328700,education,1995.08,technical_gateway_error,2,265,2,2,0.5,1,12,OTHER,classic,0.5956,no_action,0,
case_0394e68b2b16,merch_urban_mart,cust_829693,ecommerce,850.05,user_cancelled_checkout,1,68,1,1,0.5,2,2,AXIS,upi_standard,0.3177,retry_only,0,
case_03f103593cbf,merch_skytrip,cust_422600,travel,7092.15,authentication_failed,1,45,0,0,0.0,5,18,ICICI,platinum,0.2022,email,0,
case_01a1ac9b598e,merch_skytrip,cust_965639,travel,1365.77,upi_pin_timeout,1,316,1,0,0.0,0,19,OTHER,classic,0.224,incentive_link,0,
case_01bfe62d5f00,merch_nexus_quest,cust_123198,gaming,583.49,insufficient_funds,1,372,1,0,0.0,4,2,ICICI,platinum,0.384,retry_only,0,
case_00af16e381ce,merch_skytrip,cust_925563,travel,9355.11,insufficient_funds,3,352,3,3,0.5,0,23,HDFC,classic,0.7438,voice_call,0,
case_048365c26157,merch_dev_stack,cust_967884,b2b_saas,26261.85,insufficient_funds,1,26,2,1,0.3333,5,12,AXIS,classic,0.2429,incentive_link,1,1.51
case_0258536009b3,merch_style_kart,cust_879252,ecommerce,6143.05,authentication_failed,2,17,1,2,0.6667,5,19,HDFC,signature,0.362,voice_call,0,
case_01fe1424426f,merch_style_kart,cust_248926,ecommerce,2494.58,upi_pin_timeout,4,644,4,1,0.2,1,11,SBI,corporate,1.0,whatsapp_nudge,0,
case_05afa55c0270,merch_voyage_air,cust_838242,travel,7801.14,insufficient_funds,1,379,2,1,0.3333,0,11,ICICI,platinum,0.1871,incentive_link,1,4.79
case_04a297f98a0e,merch_trend_hub,cust_283777,ecommerce,1207.26,technical_gateway_error,1,232,2,2,0.5,1,21,ICICI,signature,0.2672,no_action,1,29.32
case_04a7332f194f,merch_acad_plus,cust_690279,education,4094.22,upi_pin_timeout,3,160,2,0,0.0,3,8,CITI,classic,0.847,incentive_link,0,
case_02aabfe1a5fc,merch_data_weave,cust_273601,b2b_saas,6560.93,technical_gateway_error,1,53,3,1,0.25,4,11,ICICI,classic,0.4465,retry_only,1,0.02
case_03abf1122632,merch_flow_ops,cust_575252,b2b_saas,12166.85,card_limit_exceeded,1,621,3,0,0.0,0,11,HDFC,classic,0.3659,email,1,19.19
case_028c9d582483,merch_acad_plus,cust_853438,education,4594.95,upi_pin_timeout,1,459,2,3,0.6,2,5,HDFC,classic,0.1668,voice_call,0,
case_01d447b91b96,merch_quick_bite,cust_485544,food_delivery,187.88,user_cancelled_checkout,1,192,1,1,0.5,6,6,HDFC,upi_standard,0.0528,whatsapp_nudge,1,2.12
case_05b49add98df,merch_chef_cart,cust_182169,food_delivery,561.62,technical_gateway_error,1,101,1,0,0.0,3,7,HDFC,platinum,0.227,email,0,
case_047456835d85,merch_blitz_retail,cust_951395,ecommerce,3459.05,upi_pin_timeout,1,16,1,0,0.0,1,0,ICICI,signature,0.2614,retry_only,1,0.03
case_03c4fcad777c,merch_trend_hub,cust_794268,ecommerce,812.76,insufficient_funds,2,194,4,4,0.5,2,15,HDFC,upi_standard,0.6246,whatsapp_nudge,0,
case_00c05d13b09e,merch_skill_core,cust_736389,education,691.39,upi_pin_timeout,2,88,0,0,0.0,5,15,ICICI,platinum,0.3157,no_action,0,
case_00ad72c52bb4,merch_news_wire,cust_667715,subscription,2187.04,user_cancelled_checkout,1,10,2,2,0.5,1,23,ICICI,rupay,0.3155,no_action,0,
case_03f170669c29,merch_play_arena,cust_850629,gaming,876.36,technical_gateway_error,2,508,0,1,1.0,4,16,HDFC,platinum,0.2884,retry_only,0,
case_00afb8f878b8,merch_style_kart,cust_124534,ecommerce,3451.95,insufficient_funds,2,26,1,1,0.5,2,11,ICICI,rupay,0.3113,whatsapp_nudge,1,1.5
case_03d2f65a8c11,merch_game_loot,cust_134007,gaming,409.56,upi_pin_timeout,2,83,0,0,0.0,2,23,SBI,upi_standard,0.3753,voice_call,0,
case_016c76a90e1a,merch_news_wire,cust_466976,subscription,727.22,authentication_failed,2,146,0,0,0.0,3,8,KOTAK,classic,0.3993,incentive_link,0,
case_0526b5a9a987,merch_skill_core,cust_574993,education,5090.99,insufficient_funds,4,394,1,1,0.5,4,1,HDFC,rupay,0.6795,whatsapp_nudge,0,
case_048e3cbec178,merch_data_weave,cust_519494,b2b_saas,5124.95,bank_downtime,1,142,0,1,1.0,4,1,AXIS,upi_standard,0.0,email,1,7.07
case_0231862b621b,merch_cloud_scale,cust_552413,b2b_saas,1985.37,authentication_failed,3,78,1,1,0.5,6,5,HDFC,platinum,0.4576,no_action,0,
case_02dd71ee4070,merch_style_kart,cust_184487,ecommerce,7680.2,authentication_failed,2,190,2,1,0.3333,2,9,CITI,signature,0.479,retry_only,0,
case_02a04ce19869,merch_blitz_retail,cust_351816,ecommerce,1074.22,card_limit_exceeded,1,775,3,1,0.25,0,11,OTHER,classic,0.4923,whatsapp_nudge,0,
case_033e88378fe2,merch_acad_plus,cust_867400,education,8360.77,insufficient_funds,1,444,1,1,0.5,6,19,ICICI,signature,0.0965,incentive_link,1,3.49
case_0195b68a3ed7,merch_skytrip,cust_442319,travel,3355.58,authentication_failed,1,92,1,1,0.5,5,5,CITI,platinum,0.1795,whatsapp_nudge,1,0.26
case_03ba89a86ab5,merch_news_wire,cust_867888,subscription,689.06,insufficient_funds,2,106,2,1,0.3333,3,18,AXIS,platinum,0.4821,voice_call,0,
case_03e89fcc921d,merch_urban_mart,cust_288594,ecommerce,886.68,upi_pin_timeout,1,101,1,1,0.5,1,0,SBI,classic,0.1769,whatsapp_nudge,1,0.12
case_00ff677ea059,merch_quick_bite,cust_930197,food_delivery,374.21,technical_gateway_error,1,204,1,1,0.5,0,23,AXIS,rupay,0.1695,voice_call,0,
case_00dc61bd9ab4,merch_news_wire,cust_222094,subscription,1429.07,card_limit_exceeded,3,398,0,1,1.0,2,8,ICICI,rupay,0.4969,whatsapp_nudge,1,0.16
case_04f264a7c155,merch_style_kart,cust_124253,ecommerce,1058.08,upi_pin_timeout,2,19,1,0,0.0,5,8,ICICI,signature,0.4022,retry_only,0,
case_047b71d965bf,merch_dev_stack,cust_542737,b2b_saas,15558.94,user_cancelled_checkout,2,120,0,0,0.0,4,11,ICICI,upi_standard,0.3019,voice_call,0,
case_01910cab8973,merch_game_loot,cust_831320,gaming,338.08,card_limit_exceeded,1,142,0,0,0.0,0,19,AXIS,classic,0.1357,no_action,0,
case_043a8a5d83a9,merch_acad_plus,cust_655286,education,4988.56,insufficient_funds,3,216,1,1,0.5,5,5,AXIS,signature,0.5489,email,1,12.11
case_016afe826539,merch_edupath,cust_543892,education,9438.0,insufficient_funds,1,8,2,1,0.3333,1,21,HDFC,upi_standard,0.313,voice_call,1,0.58
case_014c86469522,merch_chef_cart,cust_936760,food_delivery,377.05,upi_pin_timeout,2,358,2,2,0.5,2,11,ICICI,rupay,0.5165,whatsapp_nudge,1,0.07
case_032bec37bd8f,merch_trend_hub,cust_421654,ecommerce,1214.6,technical_gateway_error,1,132,0,0,0.0,1,8,SBI,classic,0.1388,email,0,
case_054340fa9f37,merch_chef_cart,cust_496498,food_delivery,122.74,authentication_failed,2,231,0,0,0.0,5,5,KOTAK,rupay,0.3578,whatsapp_nudge,0,
case_03cb012d6660,merch_acad_plus,cust_525568,education,15774.64,insufficient_funds,1,291,2,1,0.3333,3,5,HDFC,classic,0.1325,email,1,0.08
case_03d018ad660e,merch_edupath,cust_237532,education,4639.51,upi_pin_timeout,1,424,2,1,0.3333,5,6,HDFC,corporate,0.3012,email,0,
case_0277efe75bb3,merch_skill_core,cust_153203,education,7471.14,upi_pin_timeout,1,389,0,0,0.0,6,0,SBI,classic,0.1599,no_action,0,
case_01747b171936,merch_quick_bite,cust_599939,food_delivery,163.94,insufficient_funds,1,105,3,1,0.25,5,16,HDFC,upi_standard,0.2924,whatsapp_nudge,0,
case_05a915f3986d,merch_chef_cart,cust_204560,food_delivery,526.72,insufficient_funds,1,475,3,0,0.0,4,18,HDFC,upi_standard,0.4964,whatsapp_nudge,0,
case_00d85f5c5c22,merch_flow_ops,cust_923612,b2b_saas,5795.03,card_limit_exceeded,1,618,0,0,0.0,3,22,HDFC,classic,0.0492,no_action,0,
case_00e77f89b74f,merch_dev_stack,cust_752344,b2b_saas,5508.14,user_cancelled_checkout,2,219,1,0,0.0,3,18,SBI,upi_standard,0.4442,whatsapp_nudge,1,0.2
case_04794e15713a,merch_game_loot,cust_530907,gaming,1607.25,upi_pin_timeout,1,47,1,0,0.0,5,15,AXIS,platinum,0.2661,voice_call,0,
case_00f058e82438,merch_blitz_retail,cust_132055,ecommerce,3273.38,user_cancelled_checkout,3,22,0,1,1.0,6,22,KOTAK,corporate,0.3986,incentive_link,1,3.12
case_021de32ebd0c,merch_nexus_quest,cust_732729,gaming,766.73,technical_gateway_error,1,467,3,0,0.0,6,6,ICICI,upi_standard,0.4513,whatsapp_nudge,0,
case_053b4dbd25e6,merch_acad_plus,cust_757005,education,2854.09,upi_pin_timeout,1,348,2,0,0.0,6,23,CITI,classic,0.3079,whatsapp_nudge,0,
case_03585f6039c9,merch_trend_hub,cust_808363,ecommerce,5311.78,insufficient_funds,1,182,1,2,0.6667,0,15,AXIS,platinum,0.1041,whatsapp_nudge,0,
case_047ac40cbd84,merch_nexus_quest,cust_359327,gaming,557.65,card_limit_exceeded,1,58,7,4,0.3636,6,21,ICICI,upi_standard,0.5501,whatsapp_nudge,0,
case_03431c816c54,merch_style_kart,cust_322949,ecommerce,3164.53,card_limit_exceeded,1,264,2,2,0.5,2,7,ICICI,upi_standard,0.2193,voice_call,0,
case_05b2a6331fa8,merch_style_kart,cust_594344,ecommerce,13343.87,insufficient_funds,1,195,2,0,0.0,6,7,AXIS,upi_standard,0.3526,whatsapp_nudge,0,
case_01e8d3467875,merch_play_arena,cust_334250,gaming,2987.93,insufficient_funds,1,4,0,0,0.0,1,19,HDFC,platinum,0.0794,retry_only,0,
case_016d2a40a875,merch_style_kart,cust_174492,ecommerce,2582.91,bank_downtime,1,169,2,0,0.0,0,8,AXIS,classic,0.2562,no_action,0,
case_04c480f54164,merch_stay_luxe,cust_426629,travel,15487.04,technical_gateway_error,2,134,1,0,0.0,5,12,HDFC,classic,0.4612,voice_call,1,0.48
case_01cb5fde7653,merch_fit_box,cust_348012,subscription,947.05,card_limit_exceeded,4,248,1,0,0.0,3,1,HDFC,classic,0.8246,voice_call,0,
case_0146e82c0ad6,merch_dev_stack,cust_402026,b2b_saas,4749.22,technical_gateway_error,1,85,1,0,0.0,3,1,SBI,rupay,0.3923,incentive_link,0,
case_05d9f3133635,merch_trend_hub,cust_543381,ecommerce,1814.25,card_limit_exceeded,1,634,0,0,0.0,0,13,HDFC,classic,0.1475,voice_call,1,4.54
case_00efbe5f9ab9,merch_style_kart,cust_471931,ecommerce,7951.02,insufficient_funds,1,5,3,1,0.25,1,8,ICICI,platinum,0.5692,email,0,
case_015bb595192a,merch_feast_now,cust_618476,food_delivery,285.9,authentication_failed,2,168,1,0,0.0,4,3,KOTAK,signature,0.4217,voice_call,0,
case_03335299456b,merch_flow_ops,cust_346178,b2b_saas,8944.2,insufficient_funds,2,24,1,1,0.5,4,21,HDFC,upi_standard,0.3977,voice_call,1,1.1
case_0111d2237606,merch_trend_hub,cust_806706,ecommerce,2823.91,authentication_failed,2,183,1,1,0.5,0,6,OTHER,platinum,0.2957,incentive_link,0,
case_01c96a4ab126,merch_cloud_scale,cust_961697,b2b_saas,12115.98,technical_gateway_error,1,256,1,1,0.5,6,10,HDFC,classic,0.2666,voice_call,0,
case_02b5d35989dd,merch_stream_pass,cust_655243,subscription,585.54,insufficient_funds,1,113,3,1,0.25,1,2,SBI,classic,0.4683,voice_call,0,
case_03c5dc5221fd,merch_flow_ops,cust_258169,b2b_saas,30488.22,card_limit_exceeded,3,35,1,1,0.5,1,1,AXIS,classic,0.4585,voice_call,0,
case_043fa57b4616,merch_quick_bite,cust_215539,food_delivery,503.15,technical_gateway_error,1,163,1,1,0.5,1,16,HDFC,platinum,0.0864,whatsapp_nudge,0,
case_04145fe9bbcd,merch_voyage_air,cust_856748,travel,6381.31,upi_pin_timeout,3,58,1,0,0.0,5,9,HDFC,platinum,0.6374,whatsapp_nudge,0,
case_05b488f7a242,merch_urban_mart,cust_926322,ecommerce,1107.47,insufficient_funds,3,168,2,0,0.0,1,18,SBI,classic,0.7545,incentive_link,1,0.76
case_0285e14b1258,merch_style_kart,cust_847808,ecommerce,709.32,technical_gateway_error,1,54,2,3,0.6,3,10,KOTAK,classic,0.3063,whatsapp_nudge,1,0.16
case_0310d55ca852,merch_blitz_retail,cust_920908,ecommerce,661.57,bank_downtime,1,739,1,0,0.0,1,8,HDFC,classic,0.3309,retry_only,1,0.02
case_030b761fb1ed,merch_blitz_retail,cust_188096,ecommerce,2553.72,upi_pin_timeout,2,475,3,2,0.4,3,4,HDFC,signature,0.4982,incentive_link,1,0.67
case_031bdc3906eb,merch_fit_box,cust_429212,subscription,1163.01,upi_pin_timeout,1,308,1,1,0.5,5,14,OTHER,platinum,0.2508,incentive_link,1,2.17
case_00c699be8385,merch_style_kart,cust_551970,ecommerce,7396.88,insufficient_funds,4,190,1,0,0.0,5,15,ICICI,classic,0.8731,email,0,
case_016ffa39b989,merch_style_kart,cust_810141,ecommerce,3056.6,authentication_failed,1,843,1,2,0.6667,1,6,OTHER,platinum,0.0466,retry_only,1,0.21
